,nikkei,aord,nyse,dax,ftse,hangseng,sp500,djia
2014-09-10,15788.78,5574.4,10945.6094,9710.7,6830.11,24705.36,1988.44,17013.87
2014-09-11,15909.2,5546.9,10972.214,9700.17,6799.62,24662.64,1995.69,17068.71
2014-09-12,15948.29,5532.3,10975.9874,9691.28,6806.96,24595.32,1997.45,17049.0
2014-09-16,15911.53,5446.2,10909.31,9659.63,6792.24,24136.01,1984.13,17031.14
2014-09-17,15888.67,5411.4,10980.14,9632.93,6780.9,24376.41,1998.98,17131.97
2014-09-18,16067.57,5419.0,10973.739,9661.5,6819.29,24168.72,2001.57,17156.85
2014-09-19,16321.17,5437.3,11024.0617,9798.13,6837.92,24306.16,2011.36,17265.99
2014-09-22,16205.9,5368.2,11024.0617,9798.13,6773.63,23955.49,2011.36,17265.99
2014-09-24,16167.45,5375.9,10815.4207,9595.03,6706.27,23921.61,1982.77,17055.87
2014-09-25,16374.14,5382.4,10885.6006,9661.97,6639.71,23768.13,1998.3,17210.06
2014-09-26,16229.86,5316.6,10722.21,9510.01,6649.39,23678.41,1965.99,16945.8
2014-09-29,16310.64,5269.6,10722.21,9510.01,6646.6,23229.21,1965.99,16945.8
2014-09-30,16173.52,5296.8,10749.0523,9422.91,6622.72,22932.98,1977.8,17071.22
2014-10-01,16082.25,5334.5,10702.9282,9474.3,6557.52,22932.98,1972.29,17042.9
2014-10-02,15661.99,5298.5,10571.5546,9382.03,6446.39,22932.98,1946.16,16804.71
2014-10-03,15708.65,5315.4,10555.7077,9195.68,6527.91,23064.56,1946.17,16801.05
2014-10-06,15890.95,5315.4,10555.7077,9195.68,6563.65,23315.04,1946.17,16801.05
2014-10-07,15783.83,5284.8,10647.5094,9209.51,6495.58,23422.52,1964.82,16991.91
2014-10-08,15595.98,5241.6,10484.5549,9086.21,6482.24,23263.33,1935.1,16719.39
2014-10-09,15478.93,5293.3,10645.669,8995.33,6431.85,23534.53,1968.89,16994.22
2014-10-10,15300.55,5185.7,10409.3807,9005.02,6339.97,23088.54,1928.21,16659.25
2014-10-14,14936.51,5204.0,10166.7371,8812.43,6392.68,23047.97,1874.74,16321.07
2014-10-15,15073.52,5238.0,10185.9088,8825.21,6211.64,23140.05,1877.7,16315.19
2014-10-16,14738.38,5244.3,10109.67,8571.95,6195.91,22900.94,1862.49,16141.74
2014-10-17,14532.51,5260.1,10123.73,8582.9,6310.29,23023.21,1862.76,16117.24
2014-10-20,15111.23,5307.3,10123.73,8582.9,6267.07,23053.95,1862.76,16117.24
2014-10-21,14804.28,5312.5,10327.3378,8717.76,6372.33,23088.58,1904.01,16399.67
2014-10-22,15195.77,5373.3,10500.78,8886.96,6399.73,23403.97,1941.28,16614.81
2014-10-23,15138.96,5369.9,10405.8106,8940.14,6419.15,23333.18,1927.11,16461.32
2014-10-24,15291.64,5399.3,10519.28,9047.31,6388.73,23302.2,1950.82,16677.9
2014-10-27,15388.72,5441.9,10519.28,9047.31,6388.73,23143.23,1950.82,16677.9
2014-10-28,15329.91,5434.0,10544.423,8902.61,6363.46,23520.36,1961.63,16817.94
2014-10-29,15553.91,5431.1,10677.883,9068.19,6402.17,23819.87,1985.05,17005.75
2014-10-30,15658.2,5457.1,10646.6588,9082.81,6453.87,23702.04,1982.3,16974.31
2014-10-31,16413.76,5505.0,10712.19,9114.84,6463.55,23998.06,1994.65,17195.42
2014-11-04,16862.47,5498.2,10808.67,9251.7,6487.97,23845.66,2017.81,17366.24
2014-11-05,16937.32,5492.8,10758.08,9166.47,6453.97,23695.62,2012.1,17383.84
2014-11-06,16792.48,5479.2,10824.0733,9315.48,6539.14,23649.31,2023.57,17484.53
2014-11-07,16880.38,5522.1,10843.54,9377.41,6551.15,23550.24,2031.21,17554.47
2014-11-10,16780.53,5501.4,10843.54,9377.41,6551.15,23744.7,2031.21,17554.47
2014-11-11,17124.11,5494.0,10892.5597,9351.87,6611.25,23808.28,2038.26,17613.74
2014-11-12,17197.05,5443.0,10907.53,9369.03,6627.4,23938.18,2039.68,17614.9
2014-11-13,17392.79,5423.5,10884.0298,9210.96,6611.04,24019.94,2038.25,17612.2
2014-11-14,17490.83,5433.8,10868.92,9248.51,6635.45,24087.38,2039.33,17652.79
2014-11-17,16973.8,5396.6,10868.92,9248.51,6635.45,23797.08,2039.33,17652.79
2014-11-18,17344.06,5383.1,10883.2519,9306.35,6671.97,23529.17,2041.32,17647.75
2014-11-19,17288.75,5352.5,10941.7,9456.53,6709.13,23373.31,2051.8,17687.82
2014-11-20,17300.86,5302.5,10927.48,9472.8,6696.6,23349.64,2048.72,17685.73
2014-11-21,17357.51,5292.1,10937.9737,9483.97,6678.9,23437.12,2052.75,17719.0
2014-11-25,17407.62,5320.9,11041.4193,9785.54,6729.79,23843.91,2069.41,17817.9
2014-11-26,17383.58,5380.3,11029.37,9861.21,6731.14,24111.98,2067.03,17814.94
2014-11-27,17248.5,5381.4,11047.9117,9915.56,6729.17,24004.28,2072.83,17827.75
2014-11-28,17459.85,5298.1,11047.9117,9974.87,6723.42,23987.45,2072.83,17827.75
2014-12-01,17590.1,5190.7,11047.9117,9974.87,6723.42,23367.45,2072.83,17827.75
2014-12-02,17663.22,5260.0,10888.3706,9963.51,6656.37,23654.3,2053.44,17776.8
2014-12-03,17720.43,5301.2,10940.12,9934.08,6742.1,23428.62,2066.55,17879.55
2014-12-04,17887.21,5345.4,10987.4125,9971.79,6716.63,23832.56,2074.33,17912.62
2014-12-05,17920.45,5313.6,10952.2998,9851.35,6679.37,24002.64,2071.92,17900.1
2014-12-08,17935.64,5348.9,10952.2998,9851.35,6679.37,24047.67,2071.92,17900.1
2014-12-09,17813.38,5258.3,10863.5415,10014.99,6672.15,23485.83,2060.31,17852.48
2014-12-10,17412.58,5237.1,10847.3595,9793.71,6529.47,23524.52,2059.82,17801.2
2014-12-11,17257.4,5207.4,10662.2416,9799.73,6500.04,23312.54,2026.14,17533.15
2014-12-12,17371.58,5196.9,10690.14,9862.53,6461.7,23249.2,2035.33,17596.34
2014-12-15,17099.4,5164.6,10690.14,9862.53,6461.7,23027.85,2035.33,17596.34
2014-12-16,16755.32,5131.0,10411.1783,9334.01,6182.72,22670.5,1989.63,17180.84
2014-12-17,16819.73,5140.6,10390.02,9563.89,6331.83,22585.84,1972.74,17068.87
2014-12-18,17210.05,5189.7,10603.5,9544.43,6336.48,22832.21,2012.89,17356.87
2014-12-19,17621.4,5312.7,10831.62,9811.06,6466.0,23116.63,2061.23,17778.15
2014-12-22,17635.14,5414.1,10831.62,9811.06,6466.0,23408.57,2061.23,17778.15
2014-12-24,17854.23,5369.5,10951.76,9922.11,6598.18,23349.34,2082.17,18024.17
2014-12-25,17808.75,5369.5,10955.1103,9922.11,6609.93,23349.34,2081.88,18030.21
2014-12-26,17818.96,5369.5,10955.1103,9922.11,6609.93,23349.34,2081.88,18030.21
2014-12-29,17729.84,5447.0,10955.1103,9922.11,6609.93,23773.18,2081.88,18030.21
2014-12-30,17450.77,5392.3,10988.0108,9927.13,6633.51,23501.1,2090.57,18038.23
2015-01-05,17408.71,5429.5,10988.0108,9927.13,6633.51,23721.32,2090.57,18038.23
2015-01-06,16883.19,5346.2,10607.68,9473.16,6417.16,23485.41,2020.58,17501.65
2015-01-07,16885.33,5334.5,10514.8701,9469.66,6366.51,23681.26,2002.61,17371.64
2015-01-08,17167.1,5359.4,10627.134,9518.18,6419.83,23835.53,2025.9,17584.52
2015-01-09,17197.73,5440.1,10800.55,9837.61,6569.96,23919.95,2062.14,17907.87
2015-01-13,17087.71,5382.1,10640.7396,9781.9,6501.42,24215.97,2028.26,17640.84
2015-01-14,16795.96,5332.2,10622.9626,9941.0,6542.2,24112.6,2023.03,17613.68
2015-01-15,17108.7,5310.6,10565.41,9817.08,6388.46,24350.91,2011.27,17427.09
2015-01-16,16864.16,5278.8,10514.6025,10032.61,6498.78,24103.52,1992.67,17320.71
2015-01-19,17014.29,5289.0,10514.6025,10032.61,6498.78,23738.49,1992.67,17320.71
2015-01-20,17366.3,5286.8,10514.6025,10242.35,6585.53,23951.16,1992.67,17320.71
2015-01-21,17280.48,5367.4,10658.62,10257.13,6620.1,24352.58,2022.55,17515.23
2015-01-22,17329.02,5390.5,10720.4,10299.23,6728.04,24522.63,2032.12,17554.28
2015-01-23,17511.75,5468.2,10859.345,10435.62,6796.63,24850.45,2063.15,17813.98
2015-01-26,17468.52,5468.2,10859.345,10435.62,6796.63,24909.9,2063.15,17813.98
2015-01-27,17768.3,5511.5,10847.15,10798.33,6852.4,24807.28,2057.09,17678.7
2015-01-28,17795.73,5516.6,10781.8328,10628.58,6811.61,24861.81,2029.55,17387.21
2015-01-29,17606.22,5532.2,10603.8639,10710.97,6825.94,24595.85,2002.16,17191.37
2015-01-30,17674.39,5551.6,10691.6341,10737.87,6810.6,24507.05,2021.25,17416.85
2015-02-02,17558.04,5586.5,10691.6341,10737.87,6810.6,24484.74,2021.25,17416.85
2015-02-03,17335.85,5666.2,10669.03,10828.01,6782.55,24554.78,2020.85,17361.04
2015-02-04,17678.74,5733.7,10847.41,10890.95,6871.8,24679.76,2050.03,17666.4
2015-02-05,17504.62,5765.5,10775.0444,10911.32,6860.02,24765.49,2041.51,17673.02
2015-02-06,17648.5,5774.7,10896.06,10905.41,6865.93,24679.39,2062.52,17884.88
2015-02-09,17711.93,5770.1,10896.06,10905.41,6865.93,24521.0,2062.52,17884.88
2015-02-10,17652.68,5757.4,10826.59,10663.51,6837.15,24528.1,2046.74,17729.21
2015-02-12,17979.72,5707.7,10889.0545,10752.11,6818.17,24422.15,2068.53,17862.14
2015-02-13,17913.36,5835.5,10995.3105,10919.65,6828.11,24682.54,2088.48,17972.38
2015-02-16,18004.77,5849.5,10995.3105,10919.65,6828.11,24726.53,2088.48,17972.38
2015-02-17,17987.09,5822.3,10995.3105,10923.23,6857.05,24784.88,2088.48,17972.38
2015-02-18,18199.17,5877.9,11054.4652,10895.62,6898.13,24832.08,2100.34,18047.58
2015-02-19,18264.79,5869.8,11064.09,10961.0,6898.08,24832.08,2099.68,18029.85
2015-02-20,18332.3,5845.6,11038.26,11001.94,6888.9,24832.08,2097.45,17985.77
2015-02-23,18466.92,5872.4,11038.26,11001.94,6888.9,24836.76,2097.45,17985.77
2015-02-24,18603.48,5890.0,11074.58,11130.92,6912.16,24750.07,2109.66,18116.84
2015-02-25,18585.2,5908.6,11122.11,11205.74,6949.63,24778.28,2115.48,18209.19
2015-02-26,18785.79,5877.9,11117.9337,11210.27,6935.38,24902.06,2113.86,18224.57
2015-02-27,18797.94,5898.5,11082.1,11327.19,6949.73,24823.29,2110.74,18214.42
2015-03-02,18826.88,5926.3,11082.1,11327.19,6949.73,24887.44,2110.74,18214.42
2015-03-03,18815.16,5902.9,11102.8215,11410.36,6940.64,24702.78,2117.39,18288.63
2015-03-04,18703.6,5871.5,11051.22,11280.36,6889.13,24465.38,2107.78,18203.37
2015-03-05,18751.84,5873.7,11004.6787,11390.38,6919.24,24193.04,2098.53,18096.9
2015-03-06,18971.0,5868.6,11014.2606,11504.01,6961.14,24164.0,2101.04,18135.72
2015-03-09,18790.55,5793.0,11014.2606,11504.01,6961.14,24123.05,2101.04,18135.72
2015-03-10,18665.11,5794.3,10866.62,11582.11,6876.47,23896.98,2079.43,17995.72
2015-03-11,18723.52,5763.3,10678.41,11500.38,6702.84,23717.97,2044.16,17662.94
2015-03-12,18991.11,5816.0,10678.76,11805.99,6721.51,23797.96,2040.24,17635.39
2015-03-13,19254.25,5788.0,10820.87,11799.39,6761.07,23823.21,2065.95,17895.22
2015-03-16,19246.06,5769.7,10820.87,11799.39,6761.07,23949.55,2065.95,17895.22
2015-03-17,19437.0,5811.0,10881.18,12167.72,6804.08,23901.49,2081.19,17977.42
2015-03-18,19544.48,5808.0,10862.43,11980.85,6837.61,24120.08,2074.28,17849.08
2015-03-19,19476.56,5912.5,11019.7156,11922.77,6945.2,24468.89,2099.5,18076.19
2015-03-20,19560.22,5936.3,10931.3645,11899.4,6962.32,24375.24,2089.27,17959.03
2015-03-23,19754.36,5921.0,10931.3645,11899.4,6962.32,24494.51,2089.27,17959.03
2015-03-24,19713.45,5934.5,11070.8919,11895.84,7037.67,24399.6,2104.42,18116.04
2015-03-25,19746.2,5937.1,11019.75,12005.69,7019.68,24528.23,2091.5,18011.14
2015-03-26,19471.12,5849.7,10897.5091,11865.32,6990.97,24497.08,2061.05,17718.54
2015-03-27,19285.63,5888.9,10865.1515,11843.68,6895.33,24486.2,2056.15,17678.23
2015-03-30,19411.4,5816.3,10865.1515,11843.68,6891.43,24855.12,2056.15,17678.23
2015-03-31,19206.99,5861.9,10989.1597,12086.01,6773.04,24900.89,2086.24,17976.31
2015-04-01,19034.84,5832.9,10899.1868,11966.17,6809.5,25082.75,2067.89,17776.12
2015-04-02,19312.79,5869.7,10891.61,12001.38,6833.46,25275.64,2059.69,17698.18
2015-04-03,19435.08,5869.7,10953.16,11967.39,6833.46,25275.64,2066.96,17763.24
2015-04-06,19397.98,5869.7,10953.16,11967.39,6833.46,25275.64,2066.96,17763.24
2015-04-07,19640.54,5893.2,11033.1201,11967.39,6961.77,25275.64,2080.62,17880.85
2015-04-08,19789.81,5928.3,11013.24,12123.52,6937.41,26236.86,2076.33,17875.42
2015-04-09,19937.72,5901.5,11032.9884,12035.86,7015.36,26944.39,2081.9,17902.51
2015-04-10,19907.63,5935.4,11065.3889,12166.44,7089.77,27272.39,2091.18,17958.73
2015-04-13,19905.46,5928.1,11065.3889,12166.44,7064.3,28016.34,2091.18,17958.73
2015-04-14,19908.68,5916.2,11056.76,12338.73,7075.26,27561.49,2092.43,17977.04
2015-04-15,19869.76,5877.3,11108.0727,12227.6,7096.78,27618.82,2095.84,18036.7
2015-04-16,19885.77,5917.6,11171.0626,12231.34,7060.45,27739.71,2106.63,18112.61
2015-04-17,19652.88,5851.5,11169.75,11998.86,6994.63,27653.12,2104.99,18105.77
2015-04-20,19634.49,5806.8,11169.75,11998.86,7052.13,27094.93,2104.99,18105.77
2015-04-21,19909.09,5844.0,11116.57,11891.91,7062.93,27850.49,2100.4,18034.93
2015-04-22,20133.9,5812.8,11100.3795,11939.58,7028.24,27933.85,2097.29,17949.59
2015-04-23,20187.65,5820.3,11144.45,11867.37,7053.67,27827.7,2107.96,18038.27
2015-04-24,20020.04,5906.8,11191.4817,11723.58,7070.7,28060.98,2112.93,18058.69
2015-04-27,19983.32,5954.8,11191.4817,11723.58,7103.98,28433.59,2112.93,18058.69
2015-04-28,20058.95,5921.5,11167.3123,12039.16,7030.53,28442.75,2108.92,18037.97
2015-04-30,19520.01,5773.7,11154.11,11432.72,6960.63,28133.0,2106.85,18035.53
2015-05-01,19531.63,5798.8,11049.74,11454.38,6985.95,28133.0,2085.51,17840.52
2015-05-07,19291.99,5644.8,11015.9875,11350.15,6886.95,27289.97,2080.15,17841.98
2015-05-08,19379.19,5635.4,11036.4,11407.97,7046.82,27577.34,2088.0,17924.06
2015-05-11,19620.91,5627.6,11036.4,11407.97,7029.85,27718.2,2088.0,17924.06
2015-05-12,19624.84,5673.1,11140.74,11673.35,6933.8,27407.18,2105.33,18105.17
2015-05-13,19764.72,5710.8,11113.1725,11472.41,6949.63,27249.28,2099.12,18068.23
2015-05-14,19570.24,5692.5,11117.0015,11351.46,6973.04,27286.55,2098.48,18060.49
2015-05-15,19732.92,5730.0,11207.33,11559.82,6960.49,27822.28,2121.1,18252.24
2015-05-18,19890.27,5660.0,11207.33,11559.82,6968.87,27591.25,2121.1,18252.24
2015-05-19,20026.38,5619.4,11227.89,11594.28,6995.1,27693.54,2129.2,18298.88
2015-05-20,20196.56,5614.0,11213.1457,11853.33,7007.26,27585.05,2127.83,18312.39
2015-05-21,20202.87,5663.6,11210.24,11848.47,7013.47,27523.72,2125.85,18285.4
2015-05-22,20264.41,5668.2,11239.6631,11864.59,7031.72,27992.83,2130.82,18285.74
2015-05-25,20413.77,5719.9,11239.6631,11864.59,7031.72,27992.83,2130.82,18285.74
2015-05-26,20437.48,5770.4,11239.6631,11864.59,6948.99,28249.86,2130.82,18285.74
2015-05-27,20472.58,5724.2,11065.3173,11625.13,7033.33,28081.21,2104.2,18041.54
2015-05-28,20551.46,5714.6,11143.35,11771.13,7040.92,27454.31,2123.48,18162.99
2015-05-29,20563.15,5774.9,11132.7429,11677.57,6984.43,27424.19,2120.79,18126.12
2015-06-01,20569.87,5734.0,11132.7429,11677.57,6953.58,27597.16,2120.79,18126.12
2015-06-02,20543.19,5639.9,11061.6803,11436.05,6928.27,27466.72,2111.73,18040.37
2015-06-03,20473.51,5588.3,11080.89,11328.8,6950.46,27657.47,2109.6,18011.94
2015-06-04,20488.19,5511.3,11107.93,11419.62,6859.24,27551.89,2114.07,18076.27
2015-06-05,20460.9,5506.5,11000.39,11340.6,6804.6,27260.16,2095.84,17905.58
2015-06-08,20457.19,5506.5,11000.39,11340.6,6790.04,27316.28,2095.84,17905.58
2015-06-09,20096.3,5479.7,10917.8205,11064.92,6753.8,26989.52,2079.28,17766.55
2015-06-10,20046.36,5486.0,10915.64,11001.29,6830.27,26687.64,2080.15,17764.04
2015-06-11,20382.97,5562.6,11057.9911,11265.39,6846.74,26907.85,2105.2,18000.4
2015-06-12,20407.08,5552.1,11080.51,11332.78,6784.92,27280.54,2108.86,18039.37
2015-06-15,20387.79,5541.5,11080.51,11332.78,6710.52,26861.81,2108.86,18039.37
2015-06-16,20257.94,5535.2,10949.5425,10984.97,6710.1,26566.7,2084.43,17791.17
2015-06-17,20219.27,5590.3,10997.66,11044.01,6680.55,26753.79,2096.29,17904.48
2015-06-18,19990.82,5522.7,11013.6592,10978.01,6707.88,26694.66,2100.44,17935.74
2015-06-19,20174.24,5591.5,11100.47,11100.3,6710.45,26760.53,2121.24,18115.84
2015-06-22,20428.19,5603.1,11100.47,11100.3,6825.67,27080.85,2121.24,18115.84
2015-06-23,20809.42,5671.4,11129.6076,11460.5,6834.87,27333.46,2122.85,18119.78
2015-06-24,20868.03,5672.7,11149.3588,11542.54,6844.8,27404.97,2124.2,18144.07
2015-06-25,20771.4,5619.9,11066.1392,11471.26,6807.82,27145.75,2108.58,17966.07
2015-06-26,20706.15,5536.1,11035.73,11473.13,6753.7,26663.87,2102.31,17890.36
2015-06-29,20109.95,5416.6,11035.73,11473.13,6620.48,25966.98,2102.31,17890.36
2015-06-30,20235.73,5451.2,10790.3348,11083.2,6520.98,26250.03,2057.64,17596.35
2015-07-01,20329.32,5506.0,10805.2,10944.97,6608.59,26250.03,2063.11,17619.51
2015-07-02,20522.5,5587.9,10858.9918,11180.5,6630.47,26282.32,2077.42,17757.91
2015-07-03,20539.79,5528.0,10864.8206,11099.35,6585.78,26064.11,2076.78,17730.11
2015-07-06,20112.12,5463.3,10864.8206,11099.35,6535.68,25236.28,2076.78,17730.11
2015-07-07,20376.59,5564.0,10782.6773,10890.63,6432.21,24975.31,2068.76,17683.58
2015-07-08,19737.64,5456.5,10829.3243,10676.78,6490.7,23516.56,2081.34,17776.91
2015-07-09,19855.5,5456.3,10636.8035,10747.3,6581.63,24392.79,2046.68,17515.42
2015-07-10,19779.83,5478.1,10689.5059,10996.41,6673.38,24901.28,2051.31,17548.62
2015-07-13,20089.77,5460.4,10689.5059,10996.41,6737.95,25224.01,2051.31,17548.62
2015-07-14,20385.33,5561.9,10944.8465,11484.38,6753.75,25120.91,2099.6,17977.68
2015-07-15,20463.33,5619.0,10993.2586,11516.9,6753.75,25055.76,2108.95,18053.58
2015-07-16,20600.12,5649.8,10958.8304,11539.66,6796.45,25162.78,2107.4,18050.17
2015-07-17,20650.92,5652.5,11024.8715,11716.76,6775.08,25415.27,2124.29,18120.25
2015-07-21,20841.97,5688.5,10969.4855,11735.72,6769.07,25536.43,2128.28,18100.41
2015-07-22,20593.67,5603.5,10918.9992,11604.8,6667.34,25282.62,2119.21,17919.29
2015-07-23,20683.95,5581.3,10899.8613,11520.67,6655.01,25398.85,2114.15,17851.04
2015-07-24,20544.53,5556.8,10840.7338,11512.11,6579.81,25128.51,2102.15,17731.92
2015-07-27,20350.1,5579.2,10840.7338,11512.11,6505.13,24351.96,2102.15,17731.92
2015-07-28,20328.89,5571.0,10656.6099,11056.4,6555.28,24503.94,2067.64,17440.59
2015-07-29,20302.91,5609.6,10790.1771,11173.91,6631.0,24619.45,2067.64,17630.27
2015-07-30,20522.83,5653.1,10883.9126,11211.85,6668.87,24497.98,2108.57,17751.39
2015-07-31,20585.24,5681.7,10881.7489,11257.15,6696.28,24636.28,2108.63,17745.98
2015-08-03,20548.11,5664.3,10881.7489,11257.15,6688.62,24411.42,2108.63,17745.98
2015-08-04,20520.36,5681.9,10841.2608,11443.72,6686.57,24406.12,2098.04,17598.2
2015-08-05,20614.06,5659.5,10824.6968,11456.07,6752.41,24514.16,2093.32,17550.69
2015-08-06,20664.44,5600.1,10847.85,11636.3,6747.09,24375.28,2099.84,17540.47
2015-08-07,20724.56,5472.3,10799.44,11585.1,6718.49,24552.47,2083.56,17419.75
2015-08-10,20808.69,5504.9,10799.44,11585.1,6736.22,24521.12,2083.56,17419.75
2015-08-11,20720.75,5473.1,10906.047,11604.78,6664.54,24498.21,2104.18,17615.17
2015-08-12,20392.77,5383.5,10802.0915,11293.65,6571.19,23916.02,2084.07,17402.84
2015-08-13,20595.55,5389.0,10779.4604,10924.61,6568.33,24018.8,2086.05,17402.51
2015-08-14,20519.45,5360.0,10745.3123,11014.63,6550.74,23991.03,2083.39,17408.25
2015-08-17,20620.26,5368.6,10745.3123,11014.63,6550.3,23814.65,2083.39,17408.25
2015-08-18,20554.47,5309.4,10818.5711,10940.33,6526.29,23474.97,2102.44,17545.18
2015-08-19,20222.63,5379.8,10792.7981,10915.92,6403.45,23167.85,2096.92,17511.34
2015-08-20,20033.52,5295.5,10687.03,10682.15,6367.89,22757.47,2079.61,17348.73
2015-08-21,19435.83,5224.8,10475.7369,10432.19,6187.65,22409.62,2035.73,16990.69
2015-08-24,18540.68,5014.2,10475.7369,10432.19,5898.87,21251.57,2035.73,16990.69
2015-08-25,17806.7,5143.8,9789.9361,9648.43,6081.34,21404.96,1893.21,15871.28
2015-08-26,18376.83,5178.9,9692.3781,10128.12,5979.2,21080.39,1867.62,15666.44
2015-08-27,18574.44,5242.6,9979.6665,9997.43,6192.03,21838.54,1940.51,16285.51
2015-08-28,19136.32,5274.7,10230.5099,10315.62,6247.94,21612.39,1987.66,16654.77
2015-08-31,18890.48,5222.1,10230.5099,10315.62,6247.94,21670.58,1987.66,16654.77
2015-09-01,18165.69,5117.1,10176.4993,10259.46,6058.54,21185.43,1972.18,16528.03
2015-09-02,18095.4,5119.4,9874.6718,10015.57,6083.31,20934.94,1913.85,16058.35
2015-09-03,18182.39,5048.7,10013.3628,10048.05,6194.1,20934.94,1948.86,16351.38
2015-09-04,17792.16,5060.8,10049.2955,10317.84,6042.92,20840.61,1951.13,16374.76
2015-09-07,17860.47,5051.0,10049.2955,10317.84,6074.52,20583.52,1951.13,16374.76
